season,game_id,team,X1PP,X2PP,X3PP,AST,OREB,TO,MOV
2017,ecd5b4a9-ad22-42cf-9a4c-ff17a128ae4b,SAC,0.8125,0.433333333,0.272727273,13,11,17,-27
2019,31ea7814-9ae0-475e-914e-83bbc69dc509,SAC,0.851851852,0.44,0.405405405,17,13,17,-10
2018,86af8e21-7811-43a5-b55e-bb5f1ce1e407,MEM,0.857142857,0.589285714,0.344827586,27,11,13,-8
2018,c49470c2-8a90-492d-8b39-c13abeb2a394,UTA,0.8,0.697674419,0.382352941,29,8,16,8
2017,0e04a7f9-f10c-4f08-a4c4-e73e3b6870af,BOS,0.619047619,0.620689655,0.346153846,28,11,14,16
2018,40705d99-ad24-4a47-a691-e51c7cb38526,DET,0.7,0.43902439,0.404761905,21,7,14,-10
2017,94c320d4-5d7c-4880-a67c-4d5f03e1f5cf,DAL,0.833333333,0.489361702,0.294117647,18,5,15,-6
2019,991ebf41-67ee-4cc4-87f4-07bd8c2dd9ad,DAL,0.764705882,0.5625,0.382978723,30,13,10,25
2017,5395bdf6-9014-465d-9405-ec023f6a1487,UTA,0.666666667,0.619047619,0.322580645,23,6,15,14
2019,0803cbfd-a204-42dd-bdc9-4983a1511fdb,OKC,0.8,0.527272727,0.346153846,21,5,12,6
2018,be76bb6b-3825-4889-8e0d-0a73fc88ef85,HOU,0.71875,0.592592593,0.425531915,18,8,15,12
2017,1760f8e8-17dc-4b6b-9f1d-ca2e32eeb09f,ORL,0.538461538,0.464788732,0.391304348,27,12,8,-37
2017,d75eaf98-0b84-4650-ae97-ea5ad6636bb9,MEM,0.833333333,0.590163934,0.5,29,12,20,11
2018,dc50623d-1177-4218-b1f9-7e21b0d369f6,ORL,0.777777778,0.555555556,0.358974359,30,4,8,4
2018,ca0aa591-01a2-4996-92c1-24e624a88462,POR,0.777777778,0.513157895,0.311111111,35,16,3,4
2019,63b374df-9654-454b-bd79-b2b965e1868d,MEM,0.842105263,0.611111111,0.351351351,29,7,7,11
2019,ab29986b-4572-493a-b9f8-3620e4b884a7,MIA,0.807692308,0.488372093,0.34375,18,7,11,-6
2019,b4b173a9-8f4f-4cf9-9fc9-50bd7b3dcc4c,HOU,0.875,0.71875,0.25,25,1,17,-38
2018,aa9bf8c0-ed6d-4dbc-93b9-93f16c46c1ca,NY,1,0.545454545,0.290322581,21,8,17,-14
2017,e6128a12-6bda-41e5-b753-8311a55eefc3,WAS,0.931034483,0.421875,0.28,27,7,12,6
2017,d2a0e393-4016-4e42-9bc2-3a5b79a2c219,SAC,0.666666667,0.617021277,0.419354839,27,6,18,-3
2017,3d5803f4-da93-4009-9877-af3b3f993cb3,LAK,0.72,0.597014925,0.296296296,33,15,18,-2
2019,77cdfae4-0e6c-4d68-a2cf-8e204b6af209,MEM,0.631578947,0.568965517,0.321428571,26,13,20,-9
2019,3224de28-1af3-47b7-9164-93c28f7ff14f,DEN,0.9,0.507692308,0.392857143,28,11,14,7
2017,f4dbe4c5-05d4-4212-ac5d-424df5a000bf,MLW,0.8,0.493150685,0.25,21,12,8,-8
2019,4d995190-2635-4fc1-947e-058f7b56d73c,CHI,0.833333333,0.481481481,0.451612903,21,12,17,3
2017,014d9ed4-c09c-4740-b42c-08534016bf83,MEM,0.8,0.508474576,0.518518519,29,6,12,-7
2017,41ffb988-9709-4381-9b78-489e66443825,IND,0.666666667,0.393442623,0.535714286,22,13,10,7
2019,3aea0276-fbd9-4d44-964a-ea45be954185,CLE,0.9375,0.518518519,0.451612903,29,11,16,-2
2018,ace952e2-23c8-4024-9b32-8afa162bc352,PHO,0.806451613,0.492753623,0.318181818,22,17,13,9
2019,3810d15b-4dd2-4045-baa6-ea3ed6d6577d,BKN,0.857142857,0.509090909,0.441176471,28,10,17,22
2017,16a35f4a-fe59-4ec2-a915-fbd20510082f,HOU,0.772727273,0.489361702,0.382978723,30,9,7,15
2017,ce5e6047-d720-4ee4-8d7d-9f906ddc1a1d,LAC,0.7,0.682926829,0.344827586,23,10,19,-19
2018,5d7a08f8-3aa9-427d-8269-58c45ab93df8,TOR,0.685714286,0.470588235,0.4,25,12,16,15
2019,a70e6a24-e28c-455c-8379-84f96cc2b296,UTA,0.860465116,0.523809524,0.384615385,16,5,19,-20
2018,ae118058-3bab-4957-869b-9d3f4e4bceaf,TOR,0.8125,0.40625,0.466666667,24,14,9,3
2018,3fe87aa3-dae3-4a52-9f4a-577ba8cdacb1,HOU,0.794117647,0.551724138,0.468085106,28,4,15,12
2018,56e1dffb-b035-4928-bd05-be41d9d81829,DET,0.789473684,0.433333333,0.272727273,21,22,10,-10
2017,4c068ab5-db2a-427a-96ea-bf74e2c84035,SA,0.826086957,0.476923077,0.473684211,24,11,12,36
2017,50401fbe-fe05-4577-94a3-117b6ee0c85e,IND,0.846153846,0.509433962,0.576923077,25,8,14,12
2017,60d94a97-1b3c-434b-bb21-9b2a4d7fded8,SAC,0.916666667,0.509090909,0.375,21,5,23,8
2018,1f3e44a0-aa34-4762-aea4-7153ab14726f,PHI,0.738095238,0.564516129,0.272727273,24,13,19,5
2017,91b19e0a-3790-41c7-89e2-3b74e4cd6589,BKN,0.75,0.553191489,0.459459459,27,4,12,11
2017,dfcc7b7c-aa1d-49d1-8fe1-fe5cc120772c,IND,0.8,0.492063492,0.5,21,9,16,25
2019,52d88264-18ce-4931-a6e0-ee73cdeef4db,CLE,0.666666667,0.5,0.414634146,28,11,6,-13
2018,892082bb-f862-439f-949b-6604d43ce62d,GS,0.7,0.543859649,0.5,39,12,17,10
2019,00e64e10-0d2c-4a51-a1f2-cdc999640122,MLW,0.666666667,0.561403509,0.324324324,19,9,14,11
2018,797ec79c-3fa2-4c12-9aa1-fc4efc0d1278,CHI,0.8,0.46875,0.32,22,7,8,-20
2019,a6e3fdff-87d9-4b41-a998-0da53d414922,GS,0.882352941,0.441860465,0.323529412,23,6,15,-12
2018,d62c92ed-4e98-44af-85e8-b4d71e815492,MIN,0.722222222,0.376811594,0.23255814,19,17,7,-30
2017,e5971552-5c26-4c74-8de3-432623c34287,OKC,0.85,0.459016393,0.25,24,15,16,-14
2018,37e94662-b607-4220-8080-9eaa4cabb0e7,IND,0.724137931,0.50877193,0.285714286,26,8,10,5
2018,2c2ad423-45c9-4bb6-bf08-c4721cf52292,BOS,0.714285714,0.516666667,0.297297297,21,12,14,18
2017,b7289ecd-f68c-4104-8881-f21ec1f93a2e,ORL,0.888888889,0.435483871,0.206896552,18,10,13,-16
2019,b371d108-5e6f-4773-995b-8b2087285f20,MIA,0.684210526,0.534482759,0.325,29,13,13,22
2018,33e4f727-b9a4-4604-b059-1c940bb3320e,DEN,0.583333333,0.648148148,0.363636364,41,8,14,28
2017,e6347102-563e-4068-a77a-4ce0b2385653,UTA,0.857142857,0.549019608,0.322580645,24,5,11,3
2018,b9631c78-dad1-4f89-82d8-2a5ceb378461,ORL,0.916666667,0.540983607,0.291666667,21,9,13,2
2019,69def67d-941b-44c5-8d5a-a49c7f2c1c2c,POR,0.888888889,0.532258065,0.137931034,17,8,11,-8
2018,a22e9182-a27b-4bcd-a30f-09383b188fd7,BOS,0.764705882,0.525423729,0.481481481,27,7,14,2
2018,e056a122-b0ac-487f-9867-530a68eb16de,MLW,0.909090909,0.508474576,0.375,21,8,14,10
2019,8bfeb2f1-ece4-4aaf-a73a-06773e9cafb1,BKN,0.551724138,0.607843137,0.384615385,25,7,24,22
2018,43e1055e-1853-4769-b926-b5d6c78fce38,SA,0.888888889,0.476923077,0.538461538,27,8,11,9
2017,6d4eceaa-cc6a-48dc-92a4-54c199d7c38e,BOS,0.708333333,0.547169811,0.275862069,18,10,16,1
